,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
0,AL011950,ABLE,19500812.0,0.0,,TS,17.1N,55.5W,35.0,,,,,,,,,,,,,
1,AL011950,ABLE,19500812.0,600.0,,TS,17.7N,56.3W,40.0,,,,,,,,,,,,,
2,AL011950,ABLE,19500812.0,1200.0,,TS,18.2N,57.4W,45.0,,,,,,,,,,,,,
3,AL011950,ABLE,19500812.0,1800.0,,TS,19.0N,58.6W,50.0,,,,,,,,,,,,,
4,AL011950,ABLE,19500813.0,0.0,,TS,20.0N,60.0W,50.0,,,,,,,,,,,,,
5,AL011950,ABLE,19500813.0,600.0,,TS,20.7N,61.1W,50.0,,,,,,,,,,,,,
6,AL011950,ABLE,19500813.0,1200.0,,TS,21.3N,62.2W,55.0,,,,,,,,,,,,,
7,AL011950,ABLE,19500813.0,1800.0,,TS,22.0N,63.2W,55.0,997.0,,,,,,,,,,,,
8,AL011950,ABLE,19500814.0,0.0,,TS,22.7N,63.8W,60.0,995.0,,,,,,,,,,,,
9,AL011950,ABLE,19500814.0,600.0,,TS,23.1N,64.6W,60.0,,,,,,,,,,,,,
10,AL011950,ABLE,19500814.0,1200.0,,TS,23.4N,65.4W,60.0,995.0,,,,,,,,,,,,
11,AL011950,ABLE,19500814.0,1800.0,,HU,23.9N,66.0W,65.0,989.0,,,,,,,,,,,,
12,AL011950,ABLE,19500815.0,0.0,,HU,24.4N,66.2W,65.0,,,,,,,,,,,,,
13,AL011950,ABLE,19500815.0,600.0,,HU,24.8N,66.5W,65.0,,,,,,,,,,,,,
14,AL011950,ABLE,19500815.0,1200.0,,HU,25.2N,66.8W,70.0,987.0,,,,,,,,,,,,
15,AL011950,ABLE,19500815.0,1800.0,,HU,25.5N,67.5W,75.0,,,,,,,,,,,,,
16,AL011950,ABLE,19500816.0,0.0,,HU,25.7N,68.1W,80.0,,,,,,,,,,,,,
17,AL011950,ABLE,19500816.0,600.0,,HU,25.7N,68.7W,80.0,,,,,,,,,,,,,
18,AL011950,ABLE,19500816.0,1200.0,,HU,25.5N,69.3W,80.0,980.0,,,,,,,,,,,,
19,AL011950,ABLE,19500816.0,1800.0,,HU,25.4N,69.8W,85.0,,,,,,,,,,,,,
20,AL011950,ABLE,19500817.0,0.0,,HU,25.4N,70.6W,90.0,,,,,,,,,,,,,
21,AL011950,ABLE,19500817.0,600.0,,HU,25.4N,71.5W,95.0,,,,,,,,,,,,,
22,AL011950,ABLE,19500817.0,1200.0,,HU,25.5N,72.6W,100.0,962.0,,,,,,,,,,,,
23,AL011950,ABLE,19500817.0,1800.0,,HU,25.9N,73.3W,100.0,,,,,,,,,,,,,
24,AL011950,ABLE,19500818.0,0.0,,HU,26.7N,73.9W,100.0,,,,,,,,,,,,,
25,AL011950,ABLE,19500818.0,600.0,,HU,27.3N,74.4W,100.0,,,,,,,,,,,,,
26,AL011950,ABLE,19500818.0,1200.0,,HU,27.9N,74.9W,100.0,958.0,,,,,,,,,,,,
27,AL011950,ABLE,19500818.0,1800.0,,HU,28.4N,75.3W,105.0,,,,,,,,,,,,,
28,AL011950,ABLE,19500819.0,0.0,,HU,29.1N,75.5W,105.0,,,,,,,,,,,,,
29,AL011950,ABLE,19500819.0,600.0,,HU,29.9N,75.5W,105.0,,,,,,,,,,,,,
30,AL011950,ABLE,19500819.0,1200.0,,HU,30.7N,75.5W,105.0,953.0,,,,,,,,,,,,
31,AL011950,ABLE,19500819.0,1800.0,,HU,31.7N,75.5W,110.0,,,,,,,,,,,,,
32,AL011950,ABLE,19500820.0,0.0,,HU,32.8N,75.2W,110.0,,,,,,,,,,,,,
33,AL011950,ABLE,19500820.0,600.0,,HU,34.4N,74.3W,105.0,,,,,,,,,,,,,
34,AL011950,ABLE,19500820.0,1200.0,,HU,36.0N,72.7W,100.0,,,,,,,,,,,,,
35,AL011950,ABLE,19500820.0,1800.0,,HU,37.6N,71.0W,90.0,,,,,,,,,,,,,
36,AL011950,ABLE,19500821.0,0.0,,HU,39.3N,69.4W,80.0,,,,,,,,,,,,,
37,AL011950,ABLE,19500821.0,600.0,,HU,41.2N,67.3W,70.0,,,,,,,,,,,,,
38,AL011950,ABLE,19500821.0,1200.0,,HU,43.3N,65.0W,65.0,,,,,,,,,,,,,
39,AL011950,ABLE,19500821.0,1600.0,L,HU,44.6N,63.7W,65.0,,,,,,,,,,,,,
40,AL011950,ABLE,19500821.0,1800.0,,TS,45.5N,62.6W,45.0,,,,,,,,,,,,,
41,AL011950,ABLE,19500822.0,0.0,,EX,47.9N,59.8W,35.0,,,,,,,,,,,,,
42,AL011950,ABLE,19500822.0,600.0,,EX,50.0N,56.8W,30.0,,,,,,,,,,,,,
43,AL011950,ABLE,19500822.0,1200.0,,EX,52.0N,53.8W,30.0,,,,,,,,,,,,,
44,AL011950,ABLE,19500822.0,1800.0,,EX,53.6N,50.7W,30.0,,,,,,,,,,,,,
45,AL011950,ABLE,19500823.0,0.0,,EX,54.7N,47.7W,35.0,,,,,,,,,,,,,
46,AL011950,ABLE,19500823.0,600.0,,EX,55.3N,44.8W,35.0,,,,,,,,,,,,,
47,AL011950,ABLE,19500823.0,1200.0,,EX,55.3N,41.8W,35.0,,,,,,,,,,,,,
48,AL011950,ABLE,19500823.0,1800.0,,EX,54.5N,37.7W,30.0,,,,,,,,,,,,,
49,AL011950,ABLE,19500824.0,0.0,,EX,53.5N,33.7W,30.0,,,,,,,,,,,,,
50,AL011950,ABLE,19500824.0,600.0,,EX,52.5N,30.3W,30.0,,,,,,,,,,,,,
51,AL021950,BAKER,19500818.0,1200.0,,TD,12.0N,54.0W,30.0,,,,,,,,,,,,,
52,AL021950,BAKER,19500818.0,1800.0,,TD,12.5N,54.2W,30.0,,,,,,,,,,,,,
53,AL021950,BAKER,19500819.0,0.0,,TD,13.0N,54.4W,30.0,,,,,,,,,,,,,
54,AL021950,BAKER,19500819.0,600.0,,TD,13.5N,54.7W,30.0,,,,,,,,,,,,,
55,AL021950,BAKER,19500819.0,1200.0,,TS,14.0N,55.0W,35.0,,,,,,,,,,,,,
56,AL021950,BAKER,19500819.0,1800.0,,TS,14.5N,55.4W,40.0,,,,,,,,,,,,,
57,AL021950,BAKER,19500820.0,0.0,,TS,15.0N,55.9W,45.0,,,,,,,,,,,,,
58,AL021950,BAKER,19500820.0,600.0,,TS,15.5N,56.4W,50.0,,,,,,,,,,,,,
59,AL021950,BAKER,19500820.0,1200.0,,TS,16.0N,57.0W,55.0,,,,,,,,,,,,,
60,AL021950,BAKER,19500820.0,1800.0,,TS,16.3N,57.9W,60.0,,,,,,,,,,,,,
61,AL021950,BAKER,19500821.0,0.0,,HU,16.6N,58.8W,65.0,,,,,,,,,,,,,
62,AL021950,BAKER,19500821.0,600.0,,HU,16.8N,59.8W,70.0,,,,,,,,,,,,,
63,AL021950,BAKER,19500821.0,1200.0,,HU,16.9N,60.6W,70.0,990.0,,,,,,,,,,,,
64,AL021950,BAKER,19500821.0,1800.0,,HU,17.0N,61.0W,75.0,987.0,,,,,,,,,,,,
65,AL021950,BAKER,19500822.0,0.0,,HU,17.0N,61.4W,85.0,,,,,,,,,,,,,
66,AL021950,BAKER,19500822.0,600.0,,HU,16.9N,61.8W,75.0,,,,,,,,,,,,,
67,AL021950,BAKER,19500822.0,1200.0,L,TS,16.8N,62.2W,60.0,,,,,,,,,,,,,
68,AL021950,BAKER,19500822.0,1800.0,,TS,16.8N,62.9W,45.0,1003.0,,,,,,,,,,,,
69,AL021950,BAKER,19500823.0,0.0,,TS,17.0N,64.0W,45.0,,,,,,,,,,,,,
70,AL021950,BAKER,19500823.0,600.0,,TS,17.4N,65.1W,40.0,,,,,,,,,,,,,
71,AL021950,BAKER,19500823.0,1200.0,,TS,17.8N,66.2W,35.0,,,,,,,,,,,,,
72,AL021950,BAKER,19500823.0,1800.0,,TD,18.2N,67.3W,30.0,,,,,,,,,,,,,
73,AL021950,BAKER,19500824.0,0.0,,TD,18.6N,68.6W,30.0,,,,,,,,,,,,,
74,AL021950,BAKER,19500824.0,600.0,,TD,19.4N,70.0W,25.0,,,,,,,,,,,,,
75,AL021950,BAKER,19500824.0,1200.0,,TD,20.3N,71.7W,30.0,,,,,,,,,,,,,
76,AL021950,BAKER,19500824.0,1800.0,,TS,20.9N,73.4W,40.0,,,,,,,,,,,,,
77,AL021950,BAKER,19500825.0,0.0,,TS,21.3N,74.8W,45.0,,,,,,,,,,,,,
78,AL021950,BAKER,19500825.0,600.0,,TS,21.6N,76.6W,45.0,,,,,,,,,,,,,
79,AL021950,BAKER,19500825.0,1200.0,,TS,21.7N,78.1W,35.0,,,,,,,,,,,,,
80,AL021950,BAKER,19500825.0,1800.0,,TD,21.7N,79.1W,30.0,,,,,,,,,,,,,
81,AL021950,BAKER,19500826.0,0.0,,TS,21.7N,80.1W,35.0,,,,,,,,,,,,,
82,AL021950,BAKER,19500826.0,600.0,,TS,21.7N,81.2W,45.0,,,,,,,,,,,,,
83,AL021950,BAKER,19500826.0,1200.0,,TS,21.8N,81.9W,45.0,,,,,,,,,,,,,
84,AL021950,BAKER,19500826.0,1800.0,,TS,21.9N,82.5W,50.0,,,,,,,,,,,,,
85,AL021950,BAKER,19500827.0,0.0,,TS,22.0N,83.2W,50.0,,,,,,,,,,,,,
86,AL021950,BAKER,19500827.0,600.0,,TS,22.2N,84.0W,45.0,,,,,,,,,,,,,
87,AL021950,BAKER,19500827.0,1200.0,,TS,22.3N,84.6W,50.0,,,,,,,,,,,,,
88,AL021950,BAKER,19500827.0,1800.0,,TS,22.4N,85.3W,55.0,996.0,,,,,,,,,,,,
89,AL021950,BAKER,19500828.0,0.0,,TS,22.6N,86.1W,55.0,,,,,,,,,,,,,
90,AL021950,BAKER,19500828.0,600.0,,TS,22.8N,86.8W,55.0,,,,,,,,,,,,,
91,AL021950,BAKER,19500828.0,1200.0,,TS,23.0N,87.2W,55.0,998.0,,,,,,,,,,,,
92,AL021950,BAKER,19500828.0,1800.0,,TS,23.2N,87.5W,55.0,996.0,,,,,,,,,,,,
93,AL021950,BAKER,19500829.0,0.0,,HU,23.5N,87.7W,65.0,,,,,,,,,,,,,
94,AL021950,BAKER,19500829.0,600.0,,HU,23.7N,88.0W,75.0,,,,,,,,,,,,,
95,AL021950,BAKER,19500829.0,1200.0,,HU,23.9N,88.3W,80.0,,,,,,,,,,,,,
96,AL021950,BAKER,19500829.0,1800.0,,HU,24.1N,88.4W,85.0,,,,,,,,,,,,,
97,AL021950,BAKER,19500830.0,0.0,,HU,24.7N,88.6W,90.0,,,,,,,,,,,,,
98,AL021950,BAKER,19500830.0,600.0,,HU,25.7N,88.8W,90.0,,,,,,,,,,,,,
99,AL021950,BAKER,19500830.0,1200.0,,HU,27.0N,89.0W,90.0,,,,,,,,,,,,,
100,AL021950,BAKER,19500830.0,1800.0,,HU,28.2N,88.7W,85.0,,,,,,,,,,,,,
101,AL021950,BAKER,19500831.0,0.0,,HU,29.4N,88.2W,75.0,979.0,,,,,,,,,,,,
102,AL021950,BAKER,19500831.0,300.0,L,HU,30.2N,88.0W,75.0,979.0,,,,,,,,,,,,
103,AL021950,BAKER,19500831.0,400.0,L,HU,30.7N,87.9W,75.0,,,,,,,,,,,,,
104,AL021950,BAKER,19500831.0,600.0,,TS,31.1N,87.9W,60.0,,,,,,,,,,,,,
105,AL021950,BAKER,19500831.0,1200.0,,TS,33.4N,88.2W,40.0,,,,,,,,,,,,,
106,AL021950,BAKER,19500831.0,1800.0,,TS,34.8N,88.7W,35.0,,,,,,,,,,,,,
107,AL021950,BAKER,19500901.0,0.0,,TD,36.0N,89.0W,25.0,,,,,,,,,,,,,
108,AL021950,BAKER,19500901.0,600.0,,TD,36.7N,89.0W,20.0,,,,,,,,,,,,,
109,AL021950,BAKER,19500901.0,1200.0,,TD,36.7N,89.2W,15.0,,,,,,,,,,,,,
110,AL021950,BAKER,19500901.0,1800.0,,TD,37.0N,89.7W,15.0,,,,,,,,,,,,,
111,AL031950,CHARLIE,19500821.0,1200.0,,TS,11.1N,26.4W,35.0,,,,,,,,,,,,,
112,AL031950,CHARLIE,19500821.0,1800.0,,TS,11.0N,27.6W,35.0,,,,,,,,,,,,,
113,AL031950,CHARLIE,19500822.0,0.0,,TS,10.9N,28.9W,35.0,,,,,,,,,,,,,
114,AL031950,CHARLIE,19500822.0,600.0,,TS,10.8N,30.1W,35.0,,,,,,,,,,,,,
115,AL031950,CHARLIE,19500822.0,1200.0,,TS,10.7N,31.4W,35.0,,,,,,,,,,,,,
116,AL031950,CHARLIE,19500822.0,1800.0,,TS,10.6N,32.7W,35.0,,,,,,,,,,,,,
117,AL031950,CHARLIE,19500823.0,0.0,,TS,10.6N,34.0W,35.0,,,,,,,,,,,,,
118,AL031950,CHARLIE,19500823.0,600.0,,TS,10.6N,35.2W,35.0,,,,,,,,,,,,,
119,AL031950,CHARLIE,19500823.0,1200.0,,TS,10.7N,36.4W,35.0,,,,,,,,,,,,,
120,AL031950,CHARLIE,19500823.0,1800.0,,TS,10.8N,37.5W,35.0,,,,,,,,,,,,,
121,AL031950,CHARLIE,19500824.0,0.0,,TS,11.0N,38.6W,35.0,,,,,,,,,,,,,
122,AL031950,CHARLIE,19500824.0,600.0,,TS,11.2N,39.7W,35.0,,,,,,,,,,,,,
123,AL031950,CHARLIE,19500824.0,1200.0,,TS,11.5N,40.7W,35.0,,,,,,,,,,,,,
124,AL031950,CHARLIE,19500824.0,1800.0,,TS,11.9N,41.7W,40.0,,,,,,,,,,,,,
125,AL031950,CHARLIE,19500825.0,0.0,,TS,12.4N,42.7W,40.0,,,,,,,,,,,,,
126,AL031950,CHARLIE,19500825.0,600.0,,TS,12.9N,43.6W,40.0,,,,,,,,,,,,,
127,AL031950,CHARLIE,19500825.0,1200.0,,TS,13.5N,44.5W,40.0,,,,,,,,,,,,,
128,AL031950,CHARLIE,19500825.0,1800.0,,TS,14.2N,45.4W,40.0,,,,,,,,,,,,,
129,AL031950,CHARLIE,19500826.0,0.0,,TS,14.9N,46.2W,45.0,,,,,,,,,,,,,
130,AL031950,CHARLIE,19500826.0,600.0,,TS,15.7N,47.1W,45.0,,,,,,,,,,,,,
131,AL031950,CHARLIE,19500826.0,1200.0,,TS,16.5N,48.0W,45.0,,,,,,,,,,,,,
132,AL031950,CHARLIE,19500826.0,1800.0,,TS,17.3N,49.0W,45.0,,,,,,,,,,,,,
133,AL031950,CHARLIE,19500827.0,0.0,,TS,18.1N,50.0W,50.0,,,,,,,,,,,,,
134,AL031950,CHARLIE,19500827.0,600.0,,TS,18.9N,51.0W,55.0,,,,,,,,,,,,,
135,AL031950,CHARLIE,19500827.0,1200.0,,TS,19.8N,52.0W,55.0,,,,,,,,,,,,,
136,AL031950,CHARLIE,19500827.0,1800.0,,TS,20.9N,52.9W,60.0,,,,,,,,,,,,,
137,AL031950,CHARLIE,19500828.0,0.0,,HU,22.3N,53.7W,65.0,,,,,,,,,,,,,
138,AL031950,CHARLIE,19500828.0,600.0,,HU,23.8N,54.6W,70.0,,,,,,,,,,,,,
139,AL031950,CHARLIE,19500828.0,1200.0,,HU,25.0N,55.5W,75.0,,,,,,,,,,,,,
140,AL031950,CHARLIE,19500828.0,1800.0,,HU,26.1N,56.4W,80.0,,,,,,,,,,,,,
141,AL031950,CHARLIE,19500829.0,0.0,,HU,27.1N,57.1W,80.0,,,,,,,,,,,,,
142,AL031950,CHARLIE,19500829.0,600.0,,HU,28.3N,57.3W,80.0,,,,,,,,,,,,,
143,AL031950,CHARLIE,19500829.0,1200.0,,HU,29.5N,57.5W,85.0,974.0,,,,,,,,,,,,
144,AL031950,CHARLIE,19500829.0,1800.0,,HU,30.4N,57.5W,90.0,,,,,,,,,,,,,
145,AL031950,CHARLIE,19500830.0,0.0,,HU,31.2N,57.1W,90.0,,,,,,,,,,,,,
146,AL031950,CHARLIE,19500830.0,600.0,,HU,31.9N,56.6W,90.0,,,,,,,,,,,,,
147,AL031950,CHARLIE,19500830.0,1200.0,,HU,32.5N,56.1W,90.0,,,,,,,,,,,,,
148,AL031950,CHARLIE,19500830.0,1800.0,,HU,32.8N,56.0W,90.0,,,,,,,,,,,,,
149,AL031950,CHARLIE,19500831.0,0.0,,HU,32.9N,56.2W,90.0,,,,,,,,,,,,,
150,AL031950,CHARLIE,19500831.0,600.0,,HU,32.8N,56.4W,90.0,,,,,,,,,,,,,
151,AL031950,CHARLIE,19500831.0,1200.0,,HU,32.8N,56.7W,95.0,,,,,,,,,,,,,
152,AL031950,CHARLIE,19500831.0,1800.0,,HU,32.8N,57.3W,95.0,,,,,,,,,,,,,
153,AL031950,CHARLIE,19500901.0,0.0,,HU,32.8N,57.9W,95.0,,,,,,,,,,,,,
154,AL031950,CHARLIE,19500901.0,600.0,,HU,32.7N,58.4W,90.0,,,,,,,,,,,,,
155,AL031950,CHARLIE,19500901.0,1200.0,,HU,32.6N,58.9W,85.0,,,,,,,,,,,,,
156,AL031950,CHARLIE,19500901.0,1800.0,,HU,32.7N,59.5W,85.0,,,,,,,,,,,,,
157,AL031950,CHARLIE,19500902.0,0.0,,HU,33.0N,60.1W,80.0,,,,,,,,,,,,,
158,AL031950,CHARLIE,19500902.0,600.0,,HU,33.3N,60.7W,80.0,,,,,,,,,,,,,
159,AL031950,CHARLIE,19500902.0,1200.0,,HU,33.7N,61.2W,75.0,,,,,,,,,,,,,
160,AL031950,CHARLIE,19500902.0,1800.0,,HU,34.3N,61.4W,75.0,980.0,,,,,,,,,,,,
161,AL031950,CHARLIE,19500903.0,0.0,,HU,34.9N,61.5W,75.0,,,,,,,,,,,,,
162,AL031950,CHARLIE,19500903.0,600.0,,HU,35.4N,61.3W,75.0,,,,,,,,,,,,,
163,AL031950,CHARLIE,19500903.0,1200.0,,HU,36.0N,61.0W,75.0,,,,,,,,,,,,,
164,AL031950,CHARLIE,19500903.0,1800.0,,HU,36.3N,60.7W,70.0,,,,,,,,,,,,,
165,AL031950,CHARLIE,19500904.0,0.0,,HU,36.6N,60.1W,65.0,,,,,,,,,,,,,
166,AL031950,CHARLIE,19500904.0,600.0,,HU,37.1N,59.3W,65.0,,,,,,,,,,,,,
167,AL031950,CHARLIE,19500904.0,1200.0,,TS,37.8N,58.2W,60.0,,,,,,,,,,,,,
168,AL031950,CHARLIE,19500904.0,1800.0,,EX,38.6N,57.1W,55.0,,,,,,,,,,,,,
169,AL031950,CHARLIE,19500905.0,0.0,,EX,40.0N,55.8W,55.0,,,,,,,,,,,,,
170,AL031950,CHARLIE,19500905.0,600.0,,EX,42.2N,53.0W,50.0,,,,,,,,,,,,,
171,AL031950,CHARLIE,19500905.0,1200.0,,EX,44.8N,47.4W,50.0,,,,,,,,,,,,,
172,AL041950,DOG,19500830.0,1800.0,,HU,15.2N,55.6W,80.0,,,,,,,,,,,,,
173,AL041950,DOG,19500831.0,0.0,,HU,15.5N,56.9W,90.0,,,,,,,,,,,,,
174,AL041950,DOG,19500831.0,600.0,,HU,15.9N,58.1W,100.0,,,,,,,,,,,,,
175,AL041950,DOG,19500831.0,1200.0,,HU,16.2N,59.2W,110.0,953.0,,,,,,,,,,,,
176,AL041950,DOG,19500831.0,1800.0,,HU,16.5N,60.1W,115.0,,,,,,,,,,,,,
177,AL041950,DOG,19500901.0,0.0,,HU,16.8N,60.9W,115.0,,,,,,,,,,,,,
178,AL041950,DOG,19500901.0,600.0,,HU,17.2N,61.7W,115.0,,,,,,,,,,,,,
179,AL041950,DOG,19500901.0,1200.0,,HU,17.7N,62.4W,110.0,,,,,,,,,,,,,
180,AL041950,DOG,19500901.0,1800.0,,HU,18.2N,63.1W,105.0,,,,,,,,,,,,,
181,AL041950,DOG,19500902.0,0.0,,HU,18.6N,63.5W,105.0,,,,,,,,,,,,,
182,AL041950,DOG,19500902.0,600.0,,HU,19.1N,63.9W,100.0,,,,,,,,,,,,,
183,AL041950,DOG,19500902.0,1200.0,,HU,19.5N,64.3W,100.0,962.0,,,,,,,,,,,,
184,AL041950,DOG,19500902.0,1800.0,,HU,20.1N,64.7W,105.0,,,,,,,,,,,,,
185,AL041950,DOG,19500903.0,0.0,,HU,20.6N,64.9W,105.0,,,,,,,,,,,,,
186,AL041950,DOG,19500903.0,600.0,,HU,21.1N,65.0W,105.0,,,,,,,,,,,,,
187,AL041950,DOG,19500903.0,1200.0,,HU,21.6N,65.1W,105.0,,,,,,,,,,,,,
188,AL041950,DOG,19500903.0,1800.0,,HU,22.1N,65.2W,105.0,,,,,,,,,,,,,
189,AL041950,DOG,19500904.0,0.0,,HU,22.4N,65.4W,105.0,,,,,,,,,,,,,
190,AL041950,DOG,19500904.0,600.0,,HU,22.7N,65.7W,105.0,,,,,,,,,,,,,
191,AL041950,DOG,19500904.0,1200.0,,HU,23.1N,66.0W,105.0,,,,,,,,,,,,,
192,AL041950,DOG,19500904.0,1800.0,,HU,23.4N,66.4W,110.0,,,,,,,,,,,,,
193,AL041950,DOG,19500905.0,0.0,,HU,23.7N,66.8W,115.0,,,,,,,,,,,,,
194,AL041950,DOG,19500905.0,600.0,,HU,24.1N,67.3W,120.0,,,,,,,,,,,,,
195,AL041950,DOG,19500905.0,1200.0,,HU,24.6N,67.7W,125.0,,,,,,,,,,,,,
196,AL041950,DOG,19500905.0,1800.0,,HU,25.3N,68.2W,125.0,,,,,,,,,,,,,
197,AL041950,DOG,19500906.0,0.0,,HU,26.1N,68.4W,125.0,,,,,,,,,,,,,
198,AL041950,DOG,19500906.0,600.0,,HU,26.8N,68.4W,120.0,,,,,,,,,,,,,
199,AL041950,DOG,19500906.0,1200.0,,HU,27.5N,68.2W,120.0,,,,,,,,,,,,,
200,AL041950,DOG,19500906.0,1800.0,,HU,28.2N,68.1W,120.0,,,,,,,,,,,,,
201,AL041950,DOG,19500907.0,0.0,,HU,28.9N,68.0W,115.0,,,,,,,,,,,,,
202,AL041950,DOG,19500907.0,600.0,,HU,29.6N,67.9W,105.0,,,,,,,,,,,,,
203,AL041950,DOG,19500907.0,1200.0,,HU,30.2N,67.6W,100.0,,,,,,,,,,,,,
204,AL041950,DOG,19500907.0,1800.0,,HU,30.4N,67.4W,85.0,972.0,,,,,,,,,,,,
205,AL041950,DOG,19500908.0,0.0,,HU,30.6N,67.3W,80.0,,,,,,,,,,,,,
206,AL041950,DOG,19500908.0,600.0,,HU,30.8N,67.4W,75.0,,,,,,,,,,,,,
207,AL041950,DOG,19500908.0,1200.0,,HU,30.9N,67.6W,75.0,,,,,,,,,,,,,
208,AL041950,DOG,19500908.0,1800.0,,HU,31.0N,67.9W,75.0,,,,,,,,,,,,,
209,AL041950,DOG,19500909.0,0.0,,HU,31.0N,68.2W,70.0,,,,,,,,,,,,,
210,AL041950,DOG,19500909.0,600.0,,HU,30.9N,68.5W,70.0,,,,,,,,,,,,,
211,AL041950,DOG,19500909.0,1200.0,,HU,30.6N,68.9W,70.0,,,,,,,,,,,,,
212,AL041950,DOG,19500909.0,1800.0,,HU,30.5N,69.3W,65.0,987.0,,,,,,,,,,,,
213,AL041950,DOG,19500910.0,0.0,,HU,30.4N,70.0W,65.0,,,,,,,,,,,,,
214,AL041950,DOG,19500910.0,600.0,,HU,30.5N,70.6W,65.0,,,,,,,,,,,,,
215,AL041950,DOG,19500910.0,1200.0,,HU,31.0N,71.0W,65.0,986.0,,,,,,,,,,,,
216,AL041950,DOG,19500910.0,1800.0,,HU,32.0N,71.5W,65.0,986.0,,,,,,,,,,,,
217,AL041950,DOG,19500911.0,0.0,,HU,33.3N,72.1W,75.0,982.0,,,,,,,,,,,,
218,AL041950,DOG,19500911.0,600.0,,HU,34.9N,72.2W,80.0,978.0,,,,,,,,,,,,
219,AL041950,DOG,19500911.0,1200.0,,HU,36.4N,71.9W,85.0,974.0,,,,,,,,,,,,
220,AL041950,DOG,19500911.0,1800.0,,HU,37.9N,71.4W,85.0,972.0,,,,,,,,,,,,
221,AL041950,DOG,19500912.0,0.0,,EX,39.0N,70.0W,80.0,,,,,,,,,,,,,
222,AL041950,DOG,19500912.0,600.0,,EX,39.7N,68.4W,75.0,,,,,,,,,,,,,
223,AL041950,DOG,19500912.0,1200.0,,EX,40.4N,66.9W,70.0,979.0,,,,,,,,,,,,
224,AL041950,DOG,19500912.0,1800.0,,EX,41.1N,65.7W,70.0,,,,,,,,,,,,,
225,AL041950,DOG,19500913.0,0.0,,EX,41.5N,64.4W,70.0,,,,,,,,,,,,,
226,AL041950,DOG,19500913.0,600.0,,EX,41.9N,62.7W,65.0,,,,,,,,,,,,,
227,AL041950,DOG,19500913.0,1200.0,,EX,42.2N,60.7W,60.0,,,,,,,,,,,,,
228,AL041950,DOG,19500913.0,1800.0,,EX,42.3N,58.3W,55.0,,,,,,,,,,,,,
229,AL041950,DOG,19500914.0,0.0,,EX,42.3N,55.9W,55.0,,,,,,,,,,,,,
230,AL041950,DOG,19500914.0,600.0,,EX,42.5N,53.2W,50.0,,,,,,,,,,,,,
231,AL041950,DOG,19500914.0,1200.0,,EX,42.8N,50.0W,50.0,,,,,,,,,,,,,
232,AL041950,DOG,19500914.0,1800.0,,EX,43.0N,45.5W,50.0,,,,,,,,,,,,,
233,AL041950,DOG,19500915.0,0.0,,EX,43.4N,41.5W,55.0,,,,,,,,,,,,,
234,AL041950,DOG,19500915.0,600.0,,EX,44.5N,37.5W,60.0,,,,,,,,,,,,,
235,AL041950,DOG,19500915.0,1200.0,,EX,46.0N,33.2W,60.0,,,,,,,,,,,,,
236,AL041950,DOG,19500915.0,1800.0,,EX,47.5N,28.5W,60.0,,,,,,,,,,,,,
237,AL041950,DOG,19500916.0,0.0,,EX,49.2N,23.2W,65.0,,,,,,,,,,,,,
238,AL041950,DOG,19500916.0,600.0,,EX,50.9N,18.6W,65.0,,,,,,,,,,,,,
239,AL041950,DOG,19500916.0,1200.0,,EX,52.8N,14.7W,65.0,,,,,,,,,,,,,
240,AL041950,DOG,19500916.0,1800.0,,EX,54.3N,11.6W,65.0,,,,,,,,,,,,,
241,AL041950,DOG,19500917.0,0.0,,EX,55.6N,9.1W,65.0,,,,,,,,,,,,,
242,AL041950,DOG,19500917.0,600.0,,EX,56.8N,6.6W,65.0,,,,,,,,,,,,,
243,AL041950,DOG,19500917.0,1200.0,,EX,57.8N,4.5W,60.0,,,,,,,,,,,,,
244,AL041950,DOG,19500917.0,1800.0,,EX,58.8N,3.8W,55.0,,,,,,,,,,,,,
245,AL041950,DOG,19500918.0,0.0,,EX,59.8N,3.8W,55.0,,,,,,,,,,,,,
246,AL051950,EASY,19500901.0,600.0,,TS,19.7N,83.2W,40.0,,,,,,,,,,,,,
247,AL051950,EASY,19500901.0,1200.0,,TS,19.9N,83.2W,45.0,,,,,,,,,,,,,
248,AL051950,EASY,19500901.0,1800.0,,TS,20.1N,83.2W,50.0,,,,,,,,,,,,,
249,AL051950,EASY,19500902.0,0.0,,TS,20.3N,83.2W,50.0,,,,,,,,,,,,,
250,AL051950,EASY,19500902.0,600.0,,TS,20.5N,83.3W,55.0,,,,,,,,,,,,,
251,AL051950,EASY,19500902.0,1200.0,,TS,20.7N,83.3W,55.0,996.0,,,,,,,,,,,,
252,AL051950,EASY,19500902.0,1800.0,,TS,20.9N,83.2W,55.0,995.0,,,,,,,,,,,,
253,AL051950,EASY,19500903.0,0.0,,HU,21.4N,82.7W,70.0,,,,,,,,,,,,,
254,AL051950,EASY,19500903.0,100.0,L,HU,21.5N,82.6W,70.0,,,,,,,,,,,,,
255,AL051950,EASY,19500903.0,600.0,,HU,22.4N,82.4W,80.0,,,,,,,,,,,,,
